target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,gaia_g_mean_mag,gaia_bp_mean_mag,gaia_rp_mean_mag,gaia_parallax,gaia_parallax_err,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,radial_velocity,radial_velocity_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag
SK -67 197,SK -67 197,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+197,Mid B Supergiant,Gaia DR3 4660114630887759360,83.496150487182973,-67.537709160624786,2016.0,LMC,None,B7 I,1978A&AS...31..243R,B,7.0,I,12.233327,12.260040,12.134658,-0.014881,0.019021,11.63,2002ApJS..141...81M,12.35,2002ApJS..141...81M,12.34,2002ApJS..141...81M,-0.04,1970A&A.....4..234F,0.05,Derived from (B-V)0,313.1,2012ApJ...749..177N,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
BI 214,BI 214,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+214,Mid O,Gaia DR3 4658035557509980416,83.525841350005436,-69.419278830764043,2016.0,LMC,30 Dor,O6.5(n)(f)p,2010AJ....139.1283W,O,6.5,None,13.168125,13.071752,13.328387,-0.028648,0.022136,12.00,2002ApJS..141...81M,13.03,2002ApJS..141...81M,13.18,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,210.0,2010AJ....139.1283W,,None,,None,False,None,True,,,,,
SK -66 152,SK -66 152,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+152,Mid O Supergiant,Gaia DR3 4660681188597490560,83.578027856861141,-66.145070677181977,2016.0,LMC,None,O7 Ib(f),1988ApJ...335..703F,O,7.0,I,12.460778,12.358680,12.642238,-0.002202,0.032405,11.33,1999MNRAS.306..279S,12.38,1999MNRAS.306..279S,12.58,1999MNRAS.306..279S,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK -69 191,BAT99 61,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+61,Early WC Star,Gaia DR3 4657273527236871552,83.580228662106890,-69.752857896689179,2016.0,LMC,LH 81,WC4,2000AJ....119.2214M,WC,4.0,None,13.118210,13.026075,13.460221,0.020142,0.026986,12.98,2000AJ....119.2214M,12.92,2000AJ....119.2214M,13.01,2000AJ....119.2214M,,None,0.16,2022ApJ...931..157A,,None,72000.0,2022ApJ...931..157A,,None,5.88,2022ApJ...931..157A,5.7,2022ApJ...931..157A,,None,,None,2800.0,2022ApJ...931..157A,3.90e-05,2022ApJ...931..157A,False,None,False,,,,,
W61 28-5,W61 28-5,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+28-5,Early O Dwarf,Gaia DR3 4657275137819689216,83.618626918302667,-69.732451816961486,2016.0,LMC,LH 81,O4 V((f+)),2004ApJ...608.1001M,O,4.0,V,13.861506,13.749990,14.038637,0.003674,0.022891,12.64,2000AJ....119.2214M,13.74,2000AJ....119.2214M,13.92,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.10,Derived from (B-V)0,,None,44000.0,2012A&A...543A..95R,3.80,2012A&A...543A..95R,5.51,2012A&A...543A..95R,9.8,2012A&A...543A..95R,,None,120.0,2012A&A...543A..95R,2700.0,2012A&A...543A..95R,1.08e-06,2012A&A...543A..95R,False,None,False,,,,,
W61 28-23,W61 28-23,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+28-23,Early O Giant,Gaia DR3 4657272805682614528,83.708999363259835,-69.775706175166050,2016.0,LMC,LH 81,O3.5 V((f+)),2005ApJ...627..477M,O,3.5,V,13.799888,13.678097,13.931113,-0.015672,0.022179,12.52,2000AJ....119.2214M,13.65,2000AJ....119.2214M,13.81,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,370.1,2015A&A...584A...5E,47000.0,2012A&A...543A..95R,3.80,2012A&A...543A..95R,5.65,2012A&A...543A..95R,10.0,2012A&A...543A..95R,,None,146.0,2012A&A...543A..95R,3050.0,2012A&A...543A..95R,1.57e-06,2012A&A...543A..95R,False,None,False,,,,,
SK -67 207,SK -67 207,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+207,Late B Supergiant,Gaia DR3 4660141568938243840,83.731119033267930,-67.351916738255170,2016.0,LMC,None,B9 Ia,1988ApJ...335..703F,B,9.0,I,10.461391,10.500472,10.352414,0.037703,0.022105,10.04,1972A&AS....6..249A,10.57,1972A&AS....6..249A,10.51,1972A&AS....6..249A,0.00,1970A&A.....4..234F,0.06,Derived from (B-V)0,317.6,2023A&A...676A..85S,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
LMC172-1,[MNM2014] LMC172-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC172-1,Early WN Star,Gaia DR3 4657662097182871936,83.753806849153705,-69.355625391392977,2016.0,LMC,None,WN3/O3 V,2018ApJ...863..181N,WN,3,None,15.931048,15.794165,15.976614,-0.072775,0.033033,14.93,2004AJ....128.1606Z,15.83,2004AJ....128.1606Z,15.95,2004AJ....128.1606Z,,None,0.13,2017ApJ...841...20N,,None,105000.0,2017ApJ...841...20N,4.95,2017ApJ...841...20N,5.86,2017ApJ...841...20N,2.3,2017ApJ...841...20N,16.0,2017ApJ...841...20N,,None,,None,2.20e-06,2017ApJ...841...20N,False,None,True,,,,,
SK -67 211,SK -67 211,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+211,Early O Giant,Gaia DR3 4660112221367295232,83.807928356634577,-67.557647669397966,2016.0,LMC,None,O2 III(f*),2002AJ....123.2754W,O,2.0,III,12.260000,12.147757,12.453266,-0.009760,0.031044,11.03,1999MNRAS.306..279S,12.10,1999MNRAS.306..279S,12.28,1999MNRAS.306..279S,-0.28,2006A&A...457..637M,0.10,Derived from (B-V)0,264.0,1995PASP..107..104W,52500.0,2004ApJ...608.1028W,,None,6.34,2004ApJ...608.1028W,17.9,"Derived from L,Teff",,None,,None,3750.0,1995PASP..107..104W,2.50e-06,2004ApJ...608.1028W,False,None,False,,,,,
Gaia DR3 4657277616048732544,MCPS 083.91120-69.69685,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=MCPS+083.91120-69.69685,Early O Supergiant,Gaia DR3 4657277616048732544,83.911152027854115,-69.696918225590153,2016.0,LMC,None,O3 If*,2015A&A...584A...5E,O,3.0,I,13.308481,13.210096,13.464216,-0.054983,0.019599,12.34,2004AJ....128.1606Z,13.14,2004AJ....128.1606Z,13.28,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.14,Derived from (B-V)0,287.6,2015A&A...584A...5E,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK -69 207,BAT99 70,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+70,Early WC Star,Gaia DR3 4657670210382466432,83.931249018660736,-69.182783274191763,2016.0,LMC,LH 90,WC4,1986ApJ...300..379T,WC,4,None,13.752151,13.881669,13.540565,-0.021122,0.014326,12.90,2002ApJS..141...81M,13.53,2002ApJS..141...81M,13.27,2002ApJS..141...81M,,None,0.40,1993A&A...280..426T,,None,,None,,None,,None,,None,,None,,None,2222.0,2002AcA....52...81N,,None,False,None,True,,,,,
SK -67 216,SK -67 216,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+216,Early B Dwarf,Gaia DR3 4660244064023079680,83.931717098472063,-66.997356714780338,2016.0,LMC,None,B0.5 V,1995ApJ...438..188M,B,0.5,V,12.751800,12.667311,12.905161,0.018947,0.029340,11.70,1979A&AS...38..239I,12.68,1979A&AS...38..239I,12.84,1979A&AS...38..239I,-0.28,1970A&A.....4..234F,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
UCAC3 42-30814,UCAC3 42-30814,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=UCAC3+42-30814,Mid O,Gaia DR3 4657661139410006784,83.966064198272420,-69.388633878558338,2016.0,LMC,30 Dor,O6(f)np,2010AJ....139.1283W,O,6,None,13.297078,13.197125,13.465041,-0.055333,0.020586,12.11,2004AJ....128.1606Z,13.21,2004AJ....128.1606Z,13.40,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,350.0,2010AJ....139.1283W,,None,,None,False,None,True,,,,,
SK -69 212,SK -69 212,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+212,Mid O Giant,Gaia DR3 4657669965532416512,84.026587622323845,-69.196536480016121,2016.0,LMC,LH 90,O5n(f)p,2010AJ....139.1283W,O,5.0,None,12.327088,12.293033,12.347338,-0.073782,0.022411,11.31,2000AJ....119.2214M,12.26,2000AJ....119.2214M,12.31,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.23,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,True,2013AcA....63..159U,False,,,,,
BI 237,BI 237,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+237,Early O Dwarf,Gaia DR3 4660109236409051392,84.060993931240077,-67.655323701732598,2016.0,LMC,None,O2 V((f*)),2005ApJ...627..477M,O,2.0,V,13.825301,13.778407,13.879809,-0.016203,0.018913,12.80,2002ApJS..141...81M,13.77,2002ApJS..141...81M,13.89,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,400.0,2005ApJ...627..477M,53200.0,2012A&A...543A..95R,4.11,2012A&A...543A..95R,5.83,2012A&A...543A..95R,9.7,2012A&A...543A..95R,,None,140.0,2012A&A...543A..95R,3400.0,2012A&A...543A..95R,6.20e-07,2012A&A...543A..95R,False,None,False,,,,,
SK -68 129,SK -68 129,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+129,Early B Supergiant,Gaia DR3 4657699828481491712,84.111582412642306,-68.958896350070319,2016.0,LMC,LH 89,B1 I,2000AJ....119.2214M,B,1,I,12.719044,12.736046,12.642507,-0.041654,0.020464,11.97,2002ApJS..141...81M,12.81,2002ApJS..141...81M,12.78,2002ApJS..141...81M,-0.19,1970A&A.....4..234F,0.22,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,96.0,2009ApJ...700..844P,,None,,None,False,None,True,,,,,
SK -69 220,SK -69 220,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+220,LBV,Gaia DR3 4657655435693883776,84.182079255275966,-69.496511881519496,2016.0,LMC,NGC 2055,LBV,2017AJ....154...15W,LBV,none,None,10.704598,10.733921,10.499150,0.000818,0.014644,9.61,1999MNRAS.306..279S,10.51,1999MNRAS.306..279S,10.58,1999MNRAS.306..279S,,None,0.18,2003A&A...400..923H,293.0,1983A&A...127...49S,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
SK -69 222,BAT99 84,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+84,Early WC Star,Gaia DR3 4657657119321014400,84.214104882999635,-69.432425472612621,2016.0,LMC,LH 93,WC4 (+OB),2001MNRAS.324...18B,WC,4,None,12.970900,12.867550,13.175422,0.019061,0.029624,12.02,2002ApJS..141...81M,12.76,2002ApJS..141...81M,12.93,2002ApJS..141...81M,,None,0.19,2021MNRAS.505.5029W,,None,,None,,None,,None,,None,,None,,None,3148.0,2002AcA....52...81N,,None,False,None,True,,,,,
SK -69 224,SK -69 224,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+224,Early B Supergiant,Gaia DR3 4657667216778066560,84.229967388139542,-69.193770009249562,2016.0,LMC,None,B1 Ia+,2015A&A...574A..13E,B,1,I,11.842647,11.914766,11.608619,0.035998,0.017845,10.97,1999MNRAS.306..279S,11.68,1999MNRAS.306..279S,11.55,1999MNRAS.306..279S,-0.19,1970A&A.....4..234F,0.32,Derived from (B-V)0,265.2,2015A&A...574A..13E,21000.0,2015A&A...575A..70M,2.50,2015A&A...575A..70M,6.03,2015A&A...575A..70M,78.0,"Derived from L,Teff",44.0,2015A&A...575A..70M,48.0,2015A&A...575A..70M,,None,,None,False,None,True,,,,,
SK -68 133,SK -68 133,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+133,Early O Giant,Gaia DR3 4657796448044115968,84.255474835132731,-68.768332408226485,2016.0,LMC,None,OC3.5 III(f*),2015A&A...584A...5E,O,3.5,III,13.094548,13.026044,13.181894,-0.031811,0.021301,12.02,2002ApJS..141...81M,13.03,2002ApJS..141...81M,13.15,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,218.5,2015A&A...584A...5E,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK -66 171,SK -66 171,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+171,Late O Supergiant,Gaia DR3 4660278492484698112,84.260104724369924,-66.643617373269478,2016.0,LMC,None,O9 Ia,1988ApJ...335..703F,O,9.0,I,12.155381,12.062204,12.311929,-0.060167,0.030536,11.02,1975A&AS...19..259I,12.04,1975A&AS...19..259I,12.19,1975A&AS...19..259I,-0.26,2006A&A...457..637M,0.11,Derived from (B-V)0,400.0,2023.Welty.......pc,,None,,None,,None,,None,,None,90.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
SK -66 172,SK -66 172,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+172,O Binary,Gaia DR3 4660663493333727872,84.272467828105974,-66.359734188059548,2016.0,LMC,None,O2 III(f*) + OB,2002AJ....123.2754W,O,2,III,13.561319,13.267113,13.485999,0.390460,0.357459,12.01,1986AJ.....92...48C,13.01,1986AJ.....92...48C,13.13,1986AJ.....92...48C,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,303.0,1995PASP..107..104W,,None,,None,,None,,None,,None,101.0,2009ApJ...700..844P,2950.0,1998MNRAS.300..828P,,None,False,None,True,,,,,
SK -69 231,BAT99 87,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+87,Early WC Star,Gaia DR3 4657663888191120128,84.371905956167424,-69.346548099655664,2016.0,LMC,LH 97,WC4,1986ApJ...300..379T,WC,4,None,13.859399,13.781160,14.098808,-0.054791,0.024286,12.73,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.60,2002ApJS..141...81M,,None,0.18,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,3148.0,2002AcA....52...81N,,None,False,None,True,,,,,
LMCe078-1,[MNM2015] LMCe078-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe078-1,Mid O Supergiant,Gaia DR3 4657666082940629120,84.373435823499037,-69.247758581982069,2016.0,LMC,None,O6 Ifc,2017ApJ...837..122M,O,6.0,I,13.617715,13.585406,13.598153,-0.017448,0.015677,12.49,2004AJ....128.1606Z,13.46,2004AJ....128.1606Z,13.49,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.24,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
VFTS 66,VFTS 66,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+66,O Binary,Gaia DR3 4657692406776887680,84.387883203371032,-69.076300047922004,2016.0,LMC,30 Dor,O9 V + B0.2 V,2020A&A...634A.118M,O,9.0,V,15.554986,15.595660,15.374270,-0.043292,0.031964,,None,15.64,2011A&A...530A.108E,15.54,2011A&A...530A.108E,-0.27,2006A&A...457..637M,0.37,Derived from (B-V)0,268.7,2017A&A...598A..84A,32800.0,2020A&A...634A.118M,4.08,2020A&A...634A.118M,4.54,2020A&A...634A.118M,5.8,2020A&A...634A.118M,16.6,2020A&A...634A.118M,117.0,2020A&A...634A.118M,,None,,None,True,2017A&A...598A..84A,False,,,,,
VFTS 72,BI 253,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+253,Early O Dwarf,Gaia DR3 4657698454092124416,84.393599014841627,-69.019490671961250,2016.0,LMC,30 Dor,O2 V-III(n)((f*)),2014A&A...564A..40W,O,2.0,V,13.675328,13.634373,13.711038,0.014523,0.017881,12.65,2002ApJS..141...81M,13.67,2002ApJS..141...81M,13.76,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.19,Derived from (B-V)0,273.5,2013A&A...550A.107S,54800.0,2012A&A...543A..95R,4.18,2012A&A...543A..95R,5.97,2012A&A...543A..95R,10.7,2012A&A...543A..95R,,None,230.0,2012A&A...543A..95R,3180.0,2005ApJ...627..477M,1.53e-06,2012A&A...543A..95R,False,None,False,,,,,
VFTS 87,VFTS 87,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+87,Late O Supergiant,Gaia DR3 4657691857021329280,84.402753406728650,-69.125504105363845,2016.0,LMC,30 Dor,O9.7 Ib-II,2014A&A...564A..40W,O,9.7,I,13.565603,13.518634,13.636893,0.009056,0.017707,,None,13.44,2011A&A...530A.108E,13.58,2011A&A...530A.108E,-0.26,2006A&A...457..637M,0.12,Derived from (B-V)0,274.7,2013A&A...550A.107S,30550.0,2017A&A...600A..81R,3.31,2017A&A...600A..81R,5.29,2017A&A...600A..81R,16.1,2017A&A...600A..81R,26.6,2017A&A...600A..81R,84.0,2017A&A...600A..81R,1636.0,2017A&A...600A..81R,1.60e-06,2017A&A...600A..81R,False,None,True,,,,,
VFTS 102,VFTS 102,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+102,Late O Dwarf,Gaia DR3 4657690169119005312,84.413480199692444,-69.164170948699635,2016.0,LMC,30 Dor,O9: Vnnne+,2014A&A...564A..40W,O,9,V,15.545830,15.782059,15.106472,0.025810,0.025254,15.47,2002ApJS..141...81M,16.24,2002ApJS..141...81M,16.30,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.46,2022ApJ...931...35S,267.0,2022ApJ...931...35S,40100.0,2022ApJ...931...35S,4.23,2022ApJ...931...35S,4.75,2022ApJ...931...35S,5.4,2022ApJ...931...35S,18.0,2022ApJ...931...35S,649.0,2022ApJ...931...35S,,None,,None,False,None,True,,,,,
SK -69 234,BAT99 90,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+90,Early WC Star,Gaia DR3 4657654370539814016,84.436000129565485,-69.240463079905084,2016.0,LMC,30 Dor,WC4,2001MNRAS.324...18B,WC,4,None,14.600468,14.592614,14.750056,0.005737,0.018063,14.00,2002ApJS..141...81M,14.76,2002ApJS..141...81M,14.61,2002ApJS..141...81M,,None,0.35,2022ApJ...931..157A,,None,85000.0,2022ApJ...931..157A,,None,5.49,2022ApJ...931..157A,2.6,2022ApJ...931..157A,,None,,None,2400.0,2022ApJ...931..157A,1.50e-05,2022ApJ...931..157A,False,None,True,,,,,
SK -69 235,BAT99 92,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+92,WC Binary,Gaia DR3 4657692338057418624,84.454331221466987,-69.085613271797541,2016.0,LMC,LH 100,WC4 + B1 Ia,2019A&A...627A.151S,WC,4,None,11.367316,11.432213,11.208963,-0.023188,0.016577,10.81,1999MNRAS.306..279S,11.55,1999MNRAS.306..279S,11.41,1999MNRAS.306..279S,,None,0.37,2019A&A...627A.151S,,None,100000.0,2019A&A...627A.151S,,None,6.01,2019A&A...627A.151S,3.4,2019A&A...627A.151S,32.0,2019A&A...627A.151S,,None,3200.0,2019A&A...627A.151S,4.00e-05,2019A&A...627A.151S,True,2008MNRAS.389..806S,True,,,,,
SK -68 135,SK -68 135,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+135,Late O Supergiant,Gaia DR3 4657700790554314752,84.454753384407141,-68.917118448208385,2016.0,LMC,None,ON9.7 Ia+,1977ApJ...215...53W,O,9.7,I,11.281571,11.268298,11.237683,-0.065139,0.022420,10.50,1972A&AS....6..249A,11.36,1972A&AS....6..249A,11.36,1972A&AS....6..249A,-0.26,2006A&A...457..637M,0.26,Derived from (B-V)0,290.0,2004ApJ...610.1021E,27500.0,2004ApJ...610.1021E,2.70,2004ApJ...610.1021E,5.97,2004ApJ...610.1021E,42.3,2004ApJ...610.1021E,,None,70.0,2004ApJ...610.1021E,1350.0,2004ApJ...610.1021E,7.50e-06,2004ApJ...610.1021E,False,None,False,,,,,
VFTS 169,VFTS 169,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+169,Early O Dwarf,Gaia DR3 4657678422361160448,84.458012064792811,-69.174408754342096,2016.0,LMC,30 Dor,O2.5 V(n)((f*)),2014A&A...564A..40W,O,2.5,V,14.500483,14.570831,14.300325,-0.019040,0.024954,,None,14.62,2011A&A...530A.108E,14.59,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.31,Derived from (B-V)0,272.0,2013A&A...550A.107S,47300.0,2014A&A...570A..38B,,None,5.89,2014A&A...570A..38B,13.1,"Derived from L,Teff",76.0,2014A&A...570A..38B,200.0,2014A&A...570A..38B,3200.0,2014A&A...570A..38B,3.20e-06,2014A&A...570A..38B,False,None,False,,,,,
VFTS 180,BAT99 93,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+93,Early O Supergiant,Gaia DR3 4657678525440372352,84.463930823777758,-69.162966750587373,2016.0,LMC,LH 99,O3 If*,2011MNRAS.416.1311C,O,3.0,I,13.454822,13.446982,13.412058,-0.008858,0.013605,,None,13.46,2011A&A...530A.108E,13.54,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.20,Derived from (B-V)0,269.2,2013A&A...550A.107S,42200.0,2014A&A...570A..38B,,None,5.92,2014A&A...570A..38B,17.1,"Derived from L,Teff",58.0,2014A&A...570A..38B,93.0,2014A&A...570A..38B,2500.0,2014A&A...570A..38B,1.00e-05,2014A&A...570A..38B,False,None,False,,,,,
VFTS 190,VFTS 190,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+190,Mid O Dwarf,Gaia DR3 4657677975684588672,84.472076325851759,-69.215895955381654,2016.0,LMC,30 Dor,O7 Vnn((f))p,2014A&A...564A..40W,O,7.0,V,14.666415,14.679161,14.614815,-0.031715,0.017310,,None,14.63,2011A&A...530A.108E,14.67,2011A&A...530A.108E,-0.27,2006A&A...457..637M,0.23,Derived from (B-V)0,221.9,2013A&A...550A.107S,,None,,None,,None,,None,,None,445.0,2013A&A...560A..29R,,None,,None,False,None,False,,,,,
VFTS 244,VFTS 244,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+244,Mid O Giant,Gaia DR3 4657680552664841856,84.535058306329375,-69.095688620640132,2016.0,LMC,30 Dor,O5 III(n)(fc),2014A&A...564A..40W,O,5.0,III,13.975236,13.950652,13.962255,0.004354,0.017239,,None,13.94,2011A&A...530A.108E,14.04,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,240.4,2013A&A...550A.107S,41050.0,2017A&A...600A..81R,3.65,2017A&A...600A..81R,5.58,2017A&A...600A..81R,12.4,2017A&A...600A..81R,39.2,2017A&A...600A..81R,230.0,2017A&A...600A..81R,2123.0,2017A&A...600A..81R,2.20e-06,2017A&A...600A..81R,False,None,False,,,,,
VFTS 267,VFTS 267,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+267,Early O Giant,Gaia DR3 4657679934189673088,84.558193043813233,-69.129922206243407,2016.0,LMC,30 Dor,O3 III-I(n)f*,2014A&A...564A..40W,O,3.0,III,13.427197,13.443550,13.372201,-0.014757,0.013221,,None,13.44,2011A&A...530A.108E,13.49,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.23,Derived from (B-V)0,261.5,2013A&A...550A.107S,44100.0,2017A&A...600A..81R,3.88,2017A&A...600A..81R,5.96,2017A&A...600A..81R,16.6,2017A&A...600A..81R,65.6,2017A&A...600A..81R,182.0,2017A&A...600A..81R,3208.0,2017A&A...600A..81R,1.00e-05,2017A&A...600A..81R,False,None,False,,,,,
VFTS 285,VFTS 285,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+285,Mid O Dwarf,Gaia DR3 4657680445255457536,84.572223437911077,-69.095011041702847,2016.0,LMC,30 Dor,O7.5 Vnnn,2014A&A...564A..40W,O,7.5,V,15.593469,15.595425,15.603626,-0.012392,0.030854,,None,15.57,2011A&A...530A.108E,15.63,2011A&A...530A.108E,-0.27,2006A&A...457..637M,0.28,2022ApJ...931...35S,250.0,2022ApJ...931...35S,40200.0,2022ApJ...931...35S,4.39,2022ApJ...931...35S,4.76,2022ApJ...931...35S,5.6,2022ApJ...931...35S,28.0,2022ApJ...931...35S,610.0,2022ApJ...931...35S,1287.0,2020ApJ...888...82S,,None,False,None,True,,,,,
SK -68 137,SK -68 137,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+137,Early O Giant,Gaia DR3 4657783322622150784,84.602849933341929,-68.875815143327742,2016.0,LMC,None,O2 III(f*),2004ApJ...608.1028W,O,2.0,III,13.240223,13.206579,13.263281,0.020146,0.014101,12.24,2002ApJS..141...81M,13.22,2002ApJS..141...81M,13.29,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.21,Derived from (B-V)0,273.0,1995PASP..107..104W,55000.0,2004ApJ...608.1028W,,None,6.19,2004ApJ...608.1028W,13.7,"Derived from L,Teff",,None,107.0,2009ApJ...700..844P,3200.0,1998MNRAS.300..828P,2.00e-06,2004ApJ...608.1028W,False,None,False,,,,,
VFTS 352,VFTS 352,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+352,O Binary,Gaia DR3 4657678216202797440,84.618588263766526,-69.188644915698745,2016.0,LMC,30 Dor,O4.5 V(n)((fc)):z: + O5.5 V(n)((fc)):z:,2014A&A...564A..40W,O,4.5,V,14.408696,14.414658,14.367358,-0.001306,0.017632,,None,14.28,2011A&A...530A.108E,14.38,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,273.4,2017A&A...598A..84A,41600.0,2020A&A...634A.118M,4.10,2020A&A...634A.118M,5.10,2020A&A...634A.118M,6.8,2020A&A...634A.118M,22.8,2020A&A...634A.118M,275.0,2020A&A...634A.118M,2300.0,2019ApJ...880..115A,7.90e-08,2019ApJ...880..115A,True,2020A&A...634A.118M,True,,,,,
VFTS 355,VFTS 355,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+355,Early O Dwarf,Gaia DR3 4657688695923883648,84.621463913656413,-68.960921090166124,2016.0,LMC,30 Dor,O4 V((n))((fc))z,2014A&A...564A..40W,O,4.0,V,14.076932,14.006384,14.184359,0.029349,0.021316,,None,13.93,2011A&A...530A.108E,14.12,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.09,Derived from (B-V)0,302.1,2013A&A...550A.107S,43400.0,2017A&A...601A..79S,3.84,2017A&A...601A..79S,5.52,2017A&A...601A..79S,10.4,2017A&A...601A..79S,57.3,2017A&A...601A..79S,134.0,2013A&A...560A..29R,,None,,None,False,None,False,,,,,
